#DEG_AC	#Gene_Name	#Gene_Ref	#Uniprot_ID	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DNEGSCER	YLR467W	YRF1-5	P0CX21	-	-	Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR396W	YRF1-8	P0CX22	-	-	One of several telomeric Y' element-encoded DNA helicases; known as Y'-Help1 (Y'-HELicase Protein 1) 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YMR306W	FKS3	Q04952	-	-	Protein involved in spore wall assembly; has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YFL033C	RIM15	P43565	-	-	Protein kinase involved in cell proliferation in response to nutrients; glucose-repressible; involved in signal transduction during cell proliferation in response to nutrients, specifically the establishment of stationary phase; identified as a regulator of IME2; phosphorylates Igo1p and Igo2p; substrate of Pho80p-Pho85p kinase 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER132C	PMD1	P32634	-	-	Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required, with Mds3p, for growth under alkaline conditions; PMD1 has a paralog, MDS3, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR290C	SNF2	P22082	-	-	Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKR031C	SPO14	P36126	-	-	"Phospholipase D; catalyzes the hydrolysis of phosphatidylcholine, producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for meiosis and spore formation; differently regulated in secretion and meiosis; participates in transcription initiation and/or early elongation of specific genes; interacts with ""foot domain"" of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions "	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER190W	YRF1-2	P40105	-	-	Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p; induced by treatment with 8-methoxypsoralen and UVA irradiation 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YIL149C	MLP2	P40457	-	-	Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YML059C	NTE1	Q04958	-	-	Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization, affecting transcriptional regulation of phospholipid biosynthesis genes 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLL048C	YBT1	P32386	-	-	Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog, VMR1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR283C	GCN2	P15442	-	-	Protein kinase; phosphorylates the alpha-subunit of translation initiation factor eIF2 (Sui2p) in response to starvation; activated by uncharged tRNAs and the Gcn1p-Gcn20p complex; contributes to DNA damage checkpoint control 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YMR219W	ESC1	Q03661	-	-	Protein involved in telomeric silencing; required for quiescent cell telomere hypercluster localization at nuclear membrane vicinity; interacts with PAD4-domain of Sir4p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YMR162C	DNF3	Q12674	-	-	Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YML103C	NUP188	P52593	-	-	Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGL206C	CHC1	P22137	-	-	Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJR140C	HIR3	P47171	-	-	Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR093C	CMR2	-	-	-	Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YCL014W	BUD3	P25558	-	-	Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1, accounting for the first stage of biphasic activation, with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding, resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL297C	MON2	P48563	-	-	Protein with a role in endocytosis and vacuole integrity; peripheral membrane protein; interacts with and negatively regulates Arl1p; localizes to the endosome; member of the Sec7p family of proteins 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR191W	ULS1	Q08562	-	-	Swi2/Snf2-related translocase, SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR093W	DNF2	Q12675	-	-	Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to endocytosis, protein transport, and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF2 has a paralog, DNF1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YCR089W	FIG2	P25653	-	-	Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog, AGA1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL139C	THO2	P53552	-	-	Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YHL035C	VMR1	P38735	-	-	Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog, YBT1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNL242W	ATG2	P53855	-	-	Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR127W	ARO1	P08566	-	-	Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJR138W	IML1	P47170	-	-	GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex, a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit), resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YBL017C	PEP1	P32319	-	-	Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YNR031C	SSK2	P53599	-	-	MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p, leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog, SSK22, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YER166W	DNF1	P32660	-	-	Aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation, contributing to endocytosis, protein transport, and cellular polarization; localizes primarily to the plasma membrane; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone; DNF1 has a paralog, DNF2, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR328W	PDR10	P51533	-	-	ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YMR247C	RKR1	Q04781	-	-	RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin, mutations in which reported to cause neurodegeneration 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLL015W	BPT1	P14772	-	-	ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR247C	IRC20	Q06554	-	-	E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent nonhomologous end joining (NHEJ) pathway; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; interacts with Cdc48p and Smt3p; null mutant displays increased levels of spontaneous Rad52p foci 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YIL173W	VTH1	P40438	-	-	Putative membrane glycoprotein; has strong similarity to Vth2p and Pep1p/Vps10p; may be involved in vacuolar protein sorting 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YJL222W	VTH2	P40890	-	-	Putative membrane glycoprotein; has strong similarity to Vth1p and Pep1p/Vps10p; may be involved in vacuolar protein sorting 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YML072C	TCB3	Q03640	-	-	Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p, Tcb2p and Tcb3p interact 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YAR050W	FLO1	P32768	-	-	Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOL004W	SIN3	P22579	-	-	Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPR184W	GDB1	Q06625	-	-	Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR406W	PDR15	Q04182	-	-	Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p, Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog, PDR5, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGL173C	XRN1	P22147	-	-	Evolutionarily-conserved 5'-3' exonuclease; component of cytoplasmic processing (P) bodies involved in mRNA decay; also enters the nucleus and positively regulates transcription initiation and elongation; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance; activated by the scavenger decapping enzyme Dcs1p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR135C	YCF1	P39109	-	-	Vacuolar glutathione S-conjugate transporter; ABC-C transporter of the ATP-binding cassette family; required for vacuole fusion; forms stable complexes with vacuole fusion machinery; regulates Vam7p recruitment to vacuoles; role in detoxifying metals (Cd, Hg, As); transports GSSG that is not immediately reduced in cytosol to vacuole; transports unconjugated bilirubin, selenodigluthatione, oxidized glutathione; similar to human cystic fibrosis protein CFTR 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR334W	SWR1	Q05471	-	-	Swi2/Snf2-related ATPase; structural component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; relocalizes to the cytosol in response to hypoxia; chronological aging factor that mediates lifespan extension by dietary restriction 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YOR153W	PDR5	P33302	-	-	Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter actively regulated by Pdr1p; also involved in steroid transport, cation resistance, and cellular detoxification during exponential growth; PDR5 has a paralog, PDR15, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPL058C	PDR12	Q02785	-	-	Plasma membrane ATP-binding cassette (ABC) transporter; weak-acid-inducible multidrug transporter required for weak organic acid resistance; induced by sorbate and benzoate and regulated by War1p; mutants exhibit sorbate hypersensitivity 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YPL167C	REV3	P14284	-	-	Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; forms a complex with Rev7p, Pol31p and Pol32p 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YBL079W	NUP170	P38181	-	-	Subunit of inner ring of nuclear pore complex (NPC); contributes to NPC assembly and nucleocytoplasmic transport; interacts with genomic regions that contain ribosomal protein and subtelomeric genes, where it functions in nucleosome positioning and as a repressor of transcription; both Nup170p and NUP157p are similar to human Nup155p; NUP170 has a paralog, NUP157, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YLR256W	HAP1	P0CE41	-	-	Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YDR011W	SNQ2	P32568	-	-	Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YGL197W	MDS3	P53094	-	-	Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required, with Pmd1p, for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog, PMD1, that arose from the whole genome duplication 	Saccharomyces cerevisiae	559292	-
DNEGSCER	YKL010C	UFD4	P33202	-	-	Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress 	Saccharomyces cerevisiae	559292	-
